"id","client_id","clientcategory_id"
"602","803","5"
"603","804","6"
"604","804","5"
"605","805","2"
"606","806","8"
"607","807","12"
"608","808","11"
"609","809","2"
"610","810","6"
"611","810","5"
"612","811","4"
"613","812","8"
"614","813","8"
"615","814","12"
"616","815","3"
"617","816","8"
"618","817","2"
"619","818","8"
"620","819","8"
"621","820","2"
"622","820","5"
"623","821","2"
"624","822","1"
"625","823","11"
"626","824","9"
"627","825","2"
"628","826","12"
"629","827","2"
"630","828","2"
"631","829","5"
"632","830","7"
"633","831","8"
"634","832","2"
"635","832","5"
"636","833","5"
"637","834","8"
"638","835","5"
"639","836","12"
"640","837","5"
"641","838","11"
"642","839","5"
"643","156","4"
"644","840","10"
"645","841","2"
"646","842","5"
"648","844","10"
"649","845","11"
"650","55","3"
"651","846","12"
"652","847","2"
"653","848","5"
"654","849","3"
"655","850","2"
"656","851","5"
"657","852","9"
"658","853","5"
"659","157","10"
"660","854","3"
"661","855","12"
"662","856","2"
"663","857","5"
"664","843","11"
"665","858","1"
"666","859","5"
"667","68","2"
"668","36","2"
"669","860","2"
"670","861","9"
"671","374","11"
"672","862","5"
"674","863","5"
"675","864","5"
"676","865","8"
"677","866","8"
"678","867","2"
"679","868","8"
"680","869","5"
"681","870","12"
"682","871","12"
"683","872","4"
"684","873","4"
"686","874","8"
"687","875","5"
"688","876","5"
"689","877","5"
"690","878","5"
"691","879","5"
"693","880","5"
"694","881","5"
"695","882","5"
"696","883","5"
"697","884","5"
"698","885","5"
"699","886","5"
"700","887","5"
"701","888","5"
"702","889","5"
"703","890","5"
"704","891","5"
"705","892","5"
"706","893","5"
"707","894","5"
"708","895","5"
"709","896","9"
"710","897","2"
"711","898","2"
"712","899","9"
"713","900","11"
"714","901","9"
"715","902","9"
"716","903","1"
"717","904","5"
"718","905","11"
"719","906","5"
"721","907","2"
"722","908","5"
"723","909","6"
"724","910","2"
"725","911","6"
"726","912","2"
"727","913","2"
"728","911","5"
"729","909","5"
"730","532","4"
"731","532","5"
"732","914","2"
"733","915","2"
"734","916","2"
"735","917","9"
"736","918","2"
"737","919","9"
"738","920","8"
"739","921","2"
"740","346","9"
"741","922","11"
"742","923","2"
"743","924","2"
"744","925","2"
"745","926","5"
"746","927","5"
"747","928","6"
"748","928","5"
"749","929","5"
"750","930","2"
"751","931","5"
"752","932","8"
"753","933","3"
"754","934","2"
"755","935","5"
"756","936","5"
"757","937","2"
"758","938","1"
"759","939","9"
"760","940","9"
"761","941","1"
"762","942","1"
"763","943","12"
"765","944","5"
"766","945","5"
"767","946","5"
"768","946","6"
"769","947","5"
"770","948","6"
"771","948","5"
"772","949","9"
"773","950","5"
"774","951","6"
"775","951","5"
"776","952","5"
"777","953","12"
"778","954","11"
"779","955","12"
"780","773","10"
"781","72","10"
"783","956","3"
"784","957","8"
"785","958","2"
"786","959","12"
"787","960","11"
"788","961","2"
"789","962","8"
"790","963","8"
"791","964","6"
"792","965","6"
"793","965","5"
"794","966","2"
"796","967","3"
"797","968","1"
"798","969","5"
"799","970","5"
"800","971","2"
"801","972","9"
"802","973","2"
"803","974","8"
"804","975","9"
"805","976","1"
"806","977","9"
"807","978","11"
"808","979","2"
"809","980","9"
"810","981","2"
"811","982","8"
"812","983","2"
"813","984","6"
"814","984","5"
"815","985","8"
"816","986","8"
"817","987","1"
"818","988","5"
"819","989","2"
"820","989","5"
"821","990","2"
"822","991","11"
"823","992","9"
"824","992","5"
"825","993","9"
"826","993","5"
"827","994","4"
"828","995","11"
"829","996","2"
"830","997","8"
"831","998","5"
"832","999","9"
"833","1000","1"
"834","1001","9"
"835","1002","5"
"836","1003","5"
"837","1004","8"
"838","1005","2"
"839","1006","9"
"840","1007","11"
"841","1008","2"
"842","1010","8"
"843","1011","11"
"844","1012","8"
"845","1013","8"
"846","1015","5"
"847","1016","5"
"848","1017","5"
"849","1018","5"
"850","1019","2"
"851","1020","3"
"852","1021","3"
"853","1022","8"
"854","1023","1"
"855","1024","9"
"856","1025","8"
"857","1026","5"
"858","1027","11"
"859","1028","2"
"860","1029","2"
"861","1030","12"
"862","1031","6"
"863","1032","9"
"864","1033","5"
"865","1034","12"
"866","1035","5"
"867","1036","5"
"868","1037","5"
"869","1038","5"
"870","1039","5"
"872","1040","2"
"873","1040","10"
"874","1041","11"
"875","1042","11"
"876","1043","10"
"877","1044","2"
"878","1045","9"
"879","1046","3"
"880","1047","11"
"881","1048","8"
"882","1049","5"
"883","1051","2"
"884","1052","9"
"885","1053","8"
"886","1054","5"
"887","1055","5"
"888","1056","5"
"889","27","1"
"890","279","5"
"891","279","2"
"892","1009","8"
"893","1057","12"
"894","1058","5"
"895","1059","2"
"896","1060","5"
"897","1061","5"
"898","1062","5"
"899","1063","5"
"900","1064","5"
"901","1065","5"
"902","1066","5"
"903","1067","5"
"904","1068","5"
"905","1069","9"
"906","1070","2"
"907","1071","1"
"908","1072","2"
"909","1073","9"
"910","1074","8"
"911","1075","5"
"912","1076","5"
"913","1077","8"
"914","1078","12"
"915","1079","5"
"916","1080","9"
"917","1081","2"
"918","1082","3"
"919","1083","12"
"920","1084","5"
"921","1085","2"
"922","1086","8"
"923","1087","3"
"924","1088","2"
"925","1089","5"
"926","1090","8"
"927","1091","3"
"928","1092","9"
"929","1093","5"
"930","1094","12"
"931","1095","9"
"932","1096","8"
"933","1097","5"
"934","1098","8"
"935","1099","5"
"936","1100","1"
"937","1101","11"
"938","1102","2"
"939","1103","8"
"940","1104","8"
"941","1104","5"
"942","1105","2"
"944","1106","8"
"945","1107","5"
"946","1108","8"
"947","1109","2"
"948","1110","9"
"949","1111","2"
"950","1112","5"
"951","1113","8"
"952","1114","5"
"953","1115","5"
"954","1116","9"
"955","1117","5"
"956","1118","5"
"957","1119","5"
"958","1120","9"
"959","1121","8"
"960","1122","5"
"961","1123","12"
"962","1124","12"
"963","1125","2"
"964","1126","8"
"965","1127","6"
"967","1128","5"
"968","1129","8"
"969","1130","8"
"970","1131","3"
"971","1132","3"
"972","1133","5"
"973","1134","5"
"974","1134","4"
"975","1135","5"
"976","1136","5"
"977","1137","12"
"978","1138","6"
"979","1138","5"
"980","1139","8"
"981","1140","5"
"982","1141","2"
"983","1142","5"
"984","1143","9"
"985","1144","11"
"986","1145","5"
"987","1146","9"
"988","1148","3"
"989","1149","2"
"990","1150","8"
"991","1151","5"
"992","1152","5"
"993","1153","3"
"994","1154","6"
"995","1154","5"
"996","1155","5"
"997","1156","8"
"998","1157","3"
"999","1158","5"
"1000","1159","5"
"1001","1160","2"
"1002","1161","6"
"1003","1161","5"
"1004","1162","6"
"1005","1162","5"
"1006","1163","2"
"1007","1164","2"
"1008","1165","3"
"1009","1166","5"
"1010","1167","2"
"1011","1168","5"
"1012","1169","5"
"1013","1169","2"
"1014","1170","5"
"1015","1170","4"
"1016","1171","2"
"1017","1172","5"
"1018","1172","6"
